章节号,原编号,章节标题,起始行号,结束行号,行数
702,744,"夜见",106935,107046,112
703,745,"毒丹之法",107047,107173,127
704,746,"蛇人族强者",107174,107315,142
705,747,"四大长老",107316,107454,139
706,748,"秘法三等",107455,107569,115
707,749,"挑衅",107570,107711,142
708,750,"调养",107712,107811,100
709,751,"行动",107812,107899,88
710,752,"暗杀!",107900,108038,139
711,753,"以寡敌众",108039,108171,133
712,754,"收获颇丰",108172,108286,115
713,755,"天雁九行翼",108287,108362,76
714,756,"云山之上，薰儿!",108363,108465,103
715,757,"丹塔",108466,108565,100
716,758,"招揽古河",108566,108710,145
717,759,"大统领",108711,108861,151
718,760,"邀请帮手",108862,108997,136
719,761,"赶往出云!",108998,109109,112
720,762,"万蝎门",109110,109242,133
721,763,"蜈崖",109243,109348,106
722,764,"凶险",109349,109478,130
723,765,"蝎毕岩",109479,109584,106
724,766,"门派大战",109585,109717,133
725,767,"斩杀",109718,109859,142
726,768,"四翼天魔蝎",109860,109983,124
727,769,"现身",109984,110074,91
728,770,"铁护法",110075,110228,154
729,771,"斗宗大爆发",110229,110364,136
730,772,"偷袭",110365,110497,133
731,773,"蝎山身亡",110498,110636,139
732,774,"魂袋",110637,110736,100
733,775,"翻海印",110737,110854,118
734,776,"狼狈的铁护法",110855,110941,87
735,781,"擒获“轰!”",110942,111075,134
736,778,"拼死一击",111076,111181,106
737,779,"魔毒斑",111182,111350,169
738,780,"石池",111351,111562,212
739,781,"封印魔毒斑",111563,111689,127
740,782,"二星斗皇",111690,111798,109
741,783,"榜上第三!",111799,111931,133
742,784,"打算",111932,112025,94
743,785,"魂殿情报",112026,112119,94
744,786,"赶往黑角域",112120,112210,91
745,787,"路遇",112211,112310,100
746,788,"魔炎谷",112311,112443,133
747,789,"血剑吴昊",112444,112573,130
748,790,"鹰爪老人",112574,112697,124
749,791,"萧门，萧炎",112698,112833,136
750,792,"一个不留",112834,112957,124
751,793,"风起云涌",112958,113051,94
752,794,"进城",113052,113208,157
753,795,"千药坊",113209,113365,157
754,796,"换丹集会",113366,113507,142
755,797,"红脸老者",113508,113607,100
756,798,"竞价",113608,113731,124
757,799,"得手",113732,113840,109
758,800,"菩提心",113841,113934,94
759,801,"黒皇阁",113935,114064,130
760,802,"找上门的麻烦",114065,114176,112
761,803,"白衣人",114177,114306,130
762,804,"莫崖",114307,114430,124
763,805,"强者云集",114431,114548,118
764,806,"二女暗手",114549,114678,130
765,807,"破宗丹",114679,114829,151
766,808,"动静",114830,114989,160
767,809,"莫天行",114990,115137,148
768,810,"拍卖开始",115138,115288,151
769,811,"好戏开锣",115289,115427,139
770,812,"拍卖!",115428,115545,118
771,813,"六合游身尺",115546,115660,115
772,814,"魔兽干尸",115661,115766,106
773,815,"拍卖干尸",115767,115872,106
774,816,"以物换物",115873,115975,103
775,817,"菩提化体涎",115976,116090,115
776,818,"各显本钱",116091,116247,157
777,819,"最终胜者",116248,116356,109
778,820,"鹰山老人",116357,116456,100
779,821,"见面",116457,116613,157
780,822,"相谈",116614,116758,145
781,823,"商议定计",116759,117140,382
782,824,"分尸",117141,117270,130
783,825,"青红血液",117271,117406,136
784,826,"七阶魔核",117407,117575,169
785,827,"心火...",117576,117714,139
786,828,"尾随",117715,117799,85
787,829,"探测",117800,117944,145
788,830,"灵魂分身",117945,118113,169
789,831,"果然是你",118114,118249,136
790,832,"同门再见",118250,118349,100
791,833,"五大斗宗",118350,118473,124
792,834,"局势转变",118474,118654,181
793,835,"大战起",118655,118769,115
794,836,"化生火",118770,118881,112
795,837,"收服",118882,119032,151
796,838,"击杀",119033,119156,124
797,839,"暴走的紫研",119157,119259,103
798,840,"喝退",119260,119386,127
799,841,"离去",119387,119483,97
800,842,"变故",119484,119613,130
801,843,"消除隐患",119614,119749,136
802,844,"抵达和平镇",119750,119867,118
803,845,"欣蓝",119868,120003,136
804,846,"见面",120004,120139,136
805,847,"办法",120140,120281,142
806,848,"异火消息",120282,120399,118
807,849,"九龙天罡火",120400,120535,136
808,850,"三千焱炎火",120536,120647,112
809,851,"炼制",120648,120747,100
810,852,"意外收获",120748,120877,130
811,853,"霸道的骨翼",120878,121001,124
812,854,"一劳永逸",121002,121137,136
813,855,"到来",121138,121246,109
814,856,"地魔老鬼",121247,121364,118
815,857,"动手",121365,121482,118
816,858,"对战地魔老鬼",121483,121621,139
817,859,"惊心动魄",121622,121727,106
818,860,"疯狂",121728,121893,166
819,861,"毁灭火莲",121894,122011,118
820,862,"大破坏!",122012,122132,121
821,863,"千百二老",122133,122268,136
822,864,"希冀",122269,122356,88
823,865,"失败",122357,122486,130
824,866,"五星斗皇",122487,122580,94
825,867,"修炼之所",122581,122683,103
826,868,"再进塔底",122684,122771,88
827,869,"召唤",122772,122859,88
828,870,"尺法小成",122860,122938,79
829,871,"神秘骨骸",122939,123029,91
830,872,"岩浆生物",123030,123126,97
831,873,"火焰蜥蜴族",123127,123241,115
832,874,"天火尊者",123242,123335,94
833,875,"五轮离火法",123336,123459,124
834,876,"神秘存在",123460,123580,121
835,877,"陀舍古帝玉的动静...",123581,123674,94
836,878,"再次晋级",123675,123747,73
837,879,"情报",123748,123862,115
838,880,"商议",123863,124001,139
839,881,"招集",124002,124125,124
840,882,"联盟",124126,124213,88
841,883,"速度所造成的威慑...",124214,124334,121
842,884,"轩护法",124335,124458,124
843,885,"火灵显威",124459,124549,91
844,886,"凶魂凝聚",124550,124703,154
845,887,"迎战",124704,124830,127
846,888,"收取凶魂",124831,124948,118
847,889,"击杀",124949,125066,118
848,890,"再度交手",125067,125214,148
849,891,"火莲，杀!",125215,125320,106
850,892,"最后胜者",125321,125444,124
851,893,"寻宝",125445,125604,160
852,894,"石洞库房",125605,125755,151
853,895,"天妖傀",125756,125882,127
854,896,"养魂涎",125883,125994,112
855,897,"厄难毒体提前爆发...",125995,126124,130
856,898,"封印",126125,126236,112
857,899,"炼化凶魂",126237,126405,169
858,900,"炼制天妖傀",126406,126535,130
859,901,"淬炼",126536,126650,115
860,902,"炼制成功!",126651,126756,106
861,903,"大动静",126757,126880,124
862,904,"炼制天魂融血丹",126881,127001,121
863,905,"血脉中的威压",127002,127113,112
864,906,"丹成",127114,127234,121
865,907,"丹雷",127235,127400,166
866,908,"地妖傀显威",127401,127536,136
867,909,"再度突破!",127537,127633,97
868,910,"离开",127634,127748,115
869,911,"一殿一塔，二宗三...",127749,127842,94
870,912,"关闭",127843,127975,133
871,913,"红衣少女",127976,128135,160
872,914,"六阶",128136,128238,103
873,915,"修复",128239,128698,460
874,916,"空间风暴",128699,129059,361
875,917,"通道惊魂",129060,129213,154
876,918,"韩冲",129214,129541,328
877,919,"韩家，韩雪",129542,129680,139
878,920," 妖蛇夏莽",129681,129804,124
879,921,"万蛇峡",129805,129928,124
880,922,"神秘强者",129929,130076,148
881,923,"空间之力",130077,130185,109
882,924,"洪家",130186,130297,112
883,925,"出手",130298,130418,121
884,926,"天北城",130419,130530,112
885,927,"熟人",130531,130639,109
886,928,"试探!",130640,130748,109
887,929,"九转风游步",130749,130857,109
888,930,"诸乾",130858,130957,100
889,931," 药老的关押之处...",130958,131054,97
890,932,"天石台",131055,131148,94
891,933,"交手",131149,131320,172
892,934,"雷神降临",131321,131438,118
893,935,"灭雷锤!",131439,131559,121
894,936,"变故",131560,131674,115
895,937,"不够资格",131675,131777,103
896,938,"妖傀现身",131778,131901,124
897,939,"洪家围剿",131902,132274,373
898,940,"杀伐果断",132275,132383,109
899,941,"疯狂的举动",132384,132591,208
900,942,"三千雷幻身",132592,132730,139
901,943,"残卷",132731,132860,130
902,944,"滔天气势",132861,132972,112
903,945,"击杀沈云",132973,133387,415
904,946,"斗宗强者的自爆",133388,133547,160
905,947,"栖凤山",133548,133641,94
906,948,"九星斗皇",133642,133753,112
907,949,"龙潭虎穴",133754,133892,139
908,950,"九天雷狱阵",133893,134052,160
909,951,"雷神之怒",134053,134170,118
910,952,"火莲之威",134171,134282,112
911,953,"斩杀洪天啸",134283,134403,121
912,954,"灵魂残印",134404,134503,100
913,955,"天山血潭",134504,134591,88
914,956,"天雷子",134592,134766,175
915,957,"追杀",134767,134869,103
916,958,"破解",134870,135053,184
917,959,"森林苦修",135054,135165,112
918,960,"七阶苍狼王",135166,135289,124
919,961,"魔兽界三大族群",135290,135431,142
920,962,"锤炼分身",135432,135546,115
921,963,"抵达天目山脉",135547,135646,100
922,964,"凤小姐",135647,135755,109
923,965,"初步交手",135756,135912,157
924,966,"黑衣男子平",135913,136054,142
925,967,"故人",136055,136154,100
926,968,"再见纳兰嫣然",136155,136293,139
927,969,"王尘",136294,136408,115
928,970,"迷阵",136409,136559,151
929,971,"白狐引起的血案",136560,136677,118
930,972,"天山台",136678,136789,112
931,973,"鼠潮音波阵",136790,136883,94
932,974,"闯关",136884,137043,160
933,975,"慕青鸾",137044,137176,133
934,976,"声波对碰!",137177,137276,100
935,977,"风尊者去向",137277,137403,127
936,978,"交易",137404,137515,112
937,979,"血潭之底",137516,137651,136
938,980,"进入血潭",137652,137763,112
939,981,"血潭潜修!",137764,137860,97
940,982,"淬炼灵魂之效",137861,137960,100
941,983,"突破!斗宗!",137961,138066,106
942,984,"再见药老!",138067,138223,157
943,989,"一星斗宗",138224,138359,136
944,990,"古界",138360,138465,106
945,987,"炼",138466,138592,127
946,988,"风雷山脉",138593,138683,91
947,989,"雷山",138684,138813,130
948,990,"四大尊者",138814,138919,106
949,991,"大会开始",138920,139055,136
950,992,"混乱筛选",139056,139191,136
951,993,"来吧",139192,139315,124
952,994,"战王尘",139316,139424,109
953,995,"六合火",139425,139557,133
954,996,"识破身份",139558,139732,175
955,997,"奉陪便是",139733,139859,127
956,998,"年轻一辈的巅峰一...",139860,139983,124
957,999,"风杀指",139984,140104,121
958,1000,"妖凰圣像",140105,140243,139
959,1001,"圣像之力",140244,140355,112
960,1002,"妖凰钟",140356,140464,109
961,1003,"胜负",140465,140564,100
962,1004,"古凰血精",140565,140703,139
963,1005,"大会落幕",140704,140872,169
964,1006,"吸收",140873,141020,148
965,1007,"骨翼变异",141021,141159,139
966,1008,"当年旧事",141160,141166,7
967,1009,"前往丹域",141167,141311,145
968,1010,"修炼弄焰决",141312,141423,112
969,1011,"锤炼兽火",141424,141547,124
970,1012,"火种",141548,141701,154
971,1013,"中域，天黄城",141702,141816,115
972,1014,"虫洞争夺",141817,141964,148
973,1015,"故友相见",141965,142085,121
974,1016,"一招",142086,142233,148
975,1017,"前往焚炎谷",142234,142369,136
976,1018,"炙火山脉",142370,142469,100
977,1019,"唐震，九龙雷罡火...",142470,142647,178
978,1020,"异火测试",142648,142756,109
979,1021,"报酬",142757,142865,109
980,1022,"争取",142866,142977,112
981,1023,"火菩丹",142978,143137,160
982,1024,"融合",143138,143264,127
983,1025,"变故",143265,143433,169
984,1026,"力挽狂澜",143434,143608,175
985,1027,"再见丹雷",143609,143615,7
986,1028,"炼丹成功",143616,143775,160
987,1029,"阴阳命魂丹",143776,143890,115
988,1030,"受阻",143891,143999,109
989,1031,"考验",144000,144120,121
990,1032,"对战吴辰",144121,144241,121
991,1033,"暗藏一手",144242,144404,163
992,1034,"到手",144405,144519,115
993,1035,"传承秘法",144520,144625,106
994,1036,"萧玄",144626,144716,91
995,1037,"小医仙消息",144717,144723,7
996,1038,"赶至中域",144724,144880,157
997,1039,"叶城",144881,145025,145
998,1040,"叶家",145026,145179,154
999,1041,"去向",145180,145357,178
1000,1042,"落神涧",145358,145508,151
1001,1043,"冰河谷的剿杀",145509,145623,115
1002,1044,"逆转局面",145624,145726,103
1003,1045,"不堪一击",145727,145865,139
1004,1046,"一个不留",145866,145980,115
1005,1047,"疗伤",145981,146146,166
1006,1048,"天毒蝎龙兽踪迹...",146147,146291,145
1007,1049,"晋级",146292,146418,127
1008,1050,"天蝎毒龙兽",146419,146578,160
1009,1051,"蝎龙族。",146579,146759,181
1010,1052,"剿杀天毒蝎龙兽...",146760,146865,106
1011,1053,"击杀!",146866,147031,166
1012,1054,"到手",147032,147173,142
1013,1055,"炼制阴阳命魂丹...",147174,147312,139
1014,1056,"炼制躯体",147313,147457,145
1015,1057,"斗宗巅峰",147458,147596,139
1016,1058,"以卵击石",147597,147765,169
1017,1064,"阳火",147766,147880,115
1018,1065,"黑火宗",147881,147983,103
1019,1066,"阳火古坛",147984,148170,187
1020,1067,"毒丹之法，开启...",148171,148291,121
1021,1068,"谁动你，我便杀...",148292,148514,223
1022,1069,"地心珠",148515,148671,157
1023,1070,"夺取",148672,148801,130
1024,1071,"大战将至",148802,149000,199
1025,1072,"三变!",149001,149130,130
1026,1073,"恐怖的增幅",149131,149329,199
1027,1074,"摧枯拉朽",149330,149649,320
1028,1076,"恐怖对轰",149650,149812,163
1029,1077,"震撼之战",149813,149960,148
1030,1078,"青海",149961,150114,154
1031,1079,"寒冰王座",150115,150280,166
1032,1080,"冰尊者",150281,150482,202
1033,1081,"再见薰儿",150483,150627,145
1034,1082,"金色火焰",150628,150799,172
1035,1083,"击溃",150800,150917,118
1036,1084,"退敌",150918,151107,190
1037,1085,"封印",151108,151270,163
1038,1086,"打算",151271,151403,133
1039,1087,"古玉之谜",151404,151530,127
1040,1088,"情迷",151531,151681,151
1041,1089,"解决魔毒斑",151682,151874,193
1042,1090,"突破",151875,152040,166
1043,1091,"翎泉统领",152041,152155,115
1044,1092,"血玉令",152156,152318,163
1045,1093,"不堪一击!",152319,152538,220
1046,1094,"还债",152539,152746,208
1047,1095,"离开",152747,152912,166
1048,1096,"长老席",152913,153072,160
1049,1097,"苦修炼丹",153073,153193,121
1050,1098,"曹家",153194,153353,160
1051,1099,"打赌",153354,153453,100
1052,1100,"玩火",153454,153604,151
1053,1101,"曹家妖女",153605,153752,148
1054,1102,"压力",153753,153891,139
1055,1103,"灵魂境界",153892,154015,124
1056,1104,"赶往圣丹城!",154016,154145,130
1057,1105,"丹家",154146,154275,130
1058,1106,"星空夜遇",154276,154438,163
1059,1107,"分塔",154439,154541,103
1060,1108,"测试",154542,154659,118
1061,1109,"七品中级炼药师...",154660,154774,115
1062,1110,"教训",154775,154889,115
1063,1111,"炼药师交易会...",154890,155019,130
1064,1112,"血精妖果",155020,155137,118
1065,1113,"铜片",155138,155225,88
1066,1114,"交换",155226,155337,112
1067,1115,"玄冥宗",155338,155464,127
1068,1116,"孕灵粉尘",155465,155579,115
1069,1117,"无名口诀",155580,155703,124
1070,1118,"吸纳",155704,155794,91
1071,1119,"五大家族齐聚...",155795,155909,115
1072,1120,"考核开始!",155910,156024,115
1073,1121,"灵魂测试",156025,156115,91
1074,1122,"艳惊四座",156116,156246,131
1075,1123,"灵魂操控",156247,156358,112
1076,1124,"灵魂交手",156359,156479,121
1077,1125,"偷学",156480,156639,160
1078,1126,"获胜",156640,156748,109
1079,1127,"不速之客",156749,156863,115
1080,1128,"神秘黑袍人",156864,156981,118
1081,1129,"慕骨老人",156982,157093,112
1082,1130,"玄空子",157094,157193,100
1083,1131,"宋清",157194,157293,100
1084,1132,"魂手印",157294,157402,109
1085,1133,"丹会开始!",157403,157604,202
1086,1134,"两大关卡",157605,157698,94
1087,1135,"过关",157699,157831,133
1088,1136,"丹界入口",157832,157934,103
1089,1137,"千年地黄精",157935,158043,109
1090,1138,"地心魂髓",158044,158176,133
1091,1139,"黄衣老者",158177,158348,172
1092,1140,"万药山脉",158349,158454,106
1093,1141,"再遇",158455,158647,193
1094,1142,"动手",158648,158774,127
1095,1143,"下杀手",158775,158910,136
1096,1144,"离去",158911,159028,118
1097,1145,"丹灵浆",159029,159158,130
1098,1146,"下药",159159,159297,139
1099,1147,"杀戮",159298,159484,187
1100,1148,"联手",159485,159602,118
1101,1149,"逃命",159603,159924,322
1102,1150,"紫研，熊战",159925,160024,100
1103,1151,"震退",160025,160133,109
1104,1152,"药材广场",160134,160245,112
1105,1153,"调和地心魂髓...",160246,160378,133
1106,1154,"晋入八品!",160379,160460,82
1107,1155,"赶往出口",160461,160569,109
1108,1156,"离开丹界",160570,160672,103
1109,1157,"重头戏",160673,160775,103
1110,1158,"血妖焰火",160776,160890,115
1111,1159,"炼丹开始",160891,161002,112
1112,1160,"丹雷屡现",161003,161102,100
1113,1161,"强者迭出",161103,161226,124
1114,1162,"八品丹药!",161227,161359,133
1115,1163,"三色丹雷",161360,161510,151
1116,1164,"放手一搏",161511,161649,139
1117,1165,"升灵",161650,161818,169
1118,1166,"五色丹雷!",161819,161942,124
1119,1167,"迎接丹雷",161943,162063,121
1120,1168,"进化，天妖傀...",162064,162196,133
1121,1169,"丹会落幕",162197,162320,124
1122,1170,"玄衣，天雷子",162321,162420,100
1123,1171,"两女对恃",162421,162562,142
1124,1172,"龙印",162563,162647,85
1125,1173,"星域，三千焱...",162648,162795,148
1126,1174,"凶悍的三千焱...",162796,162934,139
1127,1175,"破封",162935,163045,111
1128,1176,"第1176章",163046,163161,116
1129,1177,"激战",163162,163306,145
1130,1178,"动手",163307,163421,115
1131,1179,"符印",163422,163560,139
1132,1180,"灵魂交战",163561,163663,103
1133,1181,"爆发",163664,163781,118
1134,1182,"僵持",163782,163893,112
1135,1183,"降服",163894,164011,118
1136,1184,"吞噬异火，九...",164012,164129,118
1137,1185,"火雷子",164130,164253,124
1138,1186,"情报",164254,164362,109
1139,1187,"茯苓青丹",164363,164468,106
1140,1188,"易尘",164469,164547,79
1141,1189,"交手",164548,164659,112
1142,1190,"承让",164660,164798,139
1143,1191,"情报到手",164799,164910,112
1144,1192,"亡魂山脉",164911,165022,112
1145,1193,"万事具备",165023,165137,115
1146,1194,"营救行动",165138,165246,109
1147,1195,"噬石魔蚁",165247,165367,121
1148,1196,"巨殿",165368,165494,127
1149,1197,"大战",165495,165612,118
1150,1198,"杀戮",165613,165721,109
1151,1199,"摘星老鬼",165722,165833,112
1152,1200,"戏耍",165834,165957,124
1153,1201,"局势",165958,166078,121
1154,1202,"拖延",166079,166187,109
1155,1203,"两败俱伤",166188,166320,133
1156,1204,"神秘之人",166321,166438,118
1157,1205,"重伤",166439,166553,115
1158,1206,"星陨阁",166554,166644,91
1159,1207,"时间飞逝",166645,166762,118
1160,1208,"晋阶，斗尊!",166763,166865,103
1161,1209,"苏醒",166866,166992,127
1162,1210,"远古遗迹",166993,167086,94
1163,1211,"兽域",167087,167171,85
1164,1212,"骸骨山脉",167172,167274,103
1165,1213,"找场子",167275,167377,103
1166,1214,"滚下去",167378,167486,109
1167,1215,"空间封印",167487,167571,85
1168,1216,"黑影人",167572,167692,121
1169,1217,"遗迹开启",167693,167807,115
1170,1218,"对头同现",167808,167913,106
1171,1219,"进入遗迹",167914,168025,112
1172,1220,"另有玄机的火道...",168026,168128,103
1173,1221,"收服",168129,168246,118
1174,1222,"远古森林",168247,168364,118
1175,1223,"魂婴妖树",168365,168485,121
1176,1224,"龙凰本源果",168486,168591,106
1177,1225,"凰轩",168592,168703,112
1178,1226,"天凰祖魂",168704,168830,127
1179,1227,"祖魂比拼",168831,168966,136
1180,1228,"远古丹药",168967,169147,181
1181,1229,"勾引丹兽",169148,169307,160
1182,1230,"青鳞?",169308,169491,184
1183,1231,"故人相见",169492,169630,139
1184,1232,"恐怖的碧蛇三...",169631,169763,133
1185,1233,"主殿",169764,169857,94
1186,1234,"封印消失",169858,169957,100
1187,1235,"混乱",169958,170018,61
1188,1236," 争夺远古卷...",170019,170133,115
1189,1237,"斩杀",170134,170326,193
1190,1238,"斗圣骨骸",170327,170495,169
1191,1239,"联手",170496,170658,163
1192,1240,"大天造化掌",170659,170845,187
1193,1241,"争抢骸骨",170846,171008,163
1194,1242,"收集骨骸",171009,171171,163
1195,1243,"各方插手",171172,171322,151
1196,1244,"四印叠加",171323,171503,181
1197,1245,"血战",171504,171699,196
1198,1246,"援手",171700,171889,190
1199,1247,"黑擎",171890,172052,163
1200,1248,"分别",172053,172233,181
1201,1249,"神秘纹身",172234,172420,187
1202,1250,"远古天蛇",172421,172589,169
1203,1251,"天阶斗技",172590,172746,157
1204,1252,"造化圣者",172747,172897,151
1205,1253,"完美躯体",172898,173063,166
1206,1254,"斗圣骨髓",173064,173205,142
1207,1255,"大敌来临",173206,173377,172
1208,1256,"混战",173378,173531,154
1209,1257,"施展",173532,173697,166
1210,1258,"凄惨下场",173698,173866,169
1211,1259,"大展神威",173867,174026,160
1212,1260,"半圣",174027,174201,175
1213,1261,"药圣",174202,174367,166
1214,1262,"熟人再见",174368,174527,160
1215,1263,"际遇",174528,174654,127
1216,1264,"赶往花宗",174655,174778,124
1217,1265,"再见云韵",174779,174971,193
1218,1266,"妖花邪君",174972,175137,166
1219,1267,"气化天地",175138,175306,169
1220,1268,"宗主之位",175307,175496,190
1221,1269,"炼化",175497,175641,145
1222,1270,"天地异象",175642,175777,136
1223,1271,"准天阶功法",175778,175916,139
1224,1272,"撕裂封印",175917,176085,169
1225,1273,"堵截",176086,176251,166
1226,1274,"激战",176252,176417,166
1227,1275,"功法显威",176418,176595,178
1228,1276,"以一敌三",176596,176806,211
1229,1277,"轰飞",176807,177005,199
1230,1278,"古龙岛",177006,177174,169
1231,1279,"分裂的太虚古...",177175,177375,201
1232,1280,"动手",177376,177526,151
1233,1281,"炼化龙凰晶层...",177527,177704,178
1234,1282,"混乱",177705,177897,193
1235,1283,"苏醒",177898,178093,196
1236,1285,"龙皇，紫研",178094,178301,208
1237,1285,"龙凰古甲",178302,178458,157
1238,1286,"虚空雷池",178459,178621,163
1239,1287,"晋级五星",178622,178766,145
1240,1288,"邙姓老者",178767,178941,175
1241,1289,"离开龙岛",178942,179116,175
1242,1290,"远古八族",179117,179264,148
1243,1291,"玉贴",179265,179421,157
1244,1292,"太一魂决",179422,179557,136
1245,1293,"赶往东域",179558,179702,145
1246,1294,"冤家路窄",179703,179862,160
1247,1295,"喜欢",179863,180019,157
1248,1296,"八大统领而，四大都统",180020,180158,139
1249,1297,"三统领杨皓",180159,180357,199
1250,1298,"炎族",180358,180550,193
1251,1299,"魂崖",180551,180701,151
1252,1300,"古界开启",180702,180870,169
1253,1301,"天墓",180871,181100,230
1254,1302,"古真",181101,181251,151
1255,1303,"下马威",181252,181435,184
1256,1304,"修罗都统",181436,181574,139
1257,1305,"邙天尺",181575,181734,160
1258,1306,"仪式开始",181735,181915,181
1259,1307,"血脉等级，族纹...",181916,182069,154
1260,1308,"挑战",182070,182241,172
1261,1309,"劲敌!",182242,182395,154
1262,1310,"巅峰交手",182396,182558,163
1263,1311,"大寂灭指",182559,182715,157
1264,1312,"落幕!",182716,182920,205
1265,1313,"胜!",182921,183089,169
1266,1314,"神品血脉",183090,183258,169
1267,1315,"七彩族纹",183259,183448,190
1268,1316,"相见",183449,183548,100
1269,1317,"交谈",183549,183687,139
1270,1318,"天墓开启",183688,183862,175
1271,1319,"进入天墓",183863,184013,151
1272,1320,"枯燥的修行",184014,184161,148
1273,1321,"魂崖，魂厉",184162,184334,173
1274,1322,"晋级六星",184335,184500,166
1275,1323,"追逃",184501,184669,169
1276,1324,"九星能量体",184670,184865,196
1277,1325,"紫色的天妖傀...",184866,185028,163
1278,1326,"大风暴",185029,185158,130
1279,1327,"聚集",185159,185321,163
1280,1328,"远古噬虫",185322,185484,163
1281,1329,"收取报酬",185485,185668,184
1282,1330,"开辟晶壁",185669,185804,136
1283,1331,"第三层",185805,185988,184
1284,1332,"半圣能量体",185989,186139,151
1285,1333,"血刀圣者",186140,186330,191
1286,1334,"两名斗圣",186331,186484,154
1287,1335,"现身",186485,186686,202
1288,1336,"萧玄!",186687,186876,190
1289,1337,"血脉传承",186877,187012,136
1290,1338,"换血",187013,187148,136
1291,1339,"血脉融合",187149,187287,139
1292,1340,"一年半",187288,187444,157
1293,1341,"八星斗尊巅峰...",187445,187594,150
1294,1342,"激活族纹萧炎目光火热的从萧玄手中接过那布满弄火焰纹路的卷轴",187595,187704,110
1295,1343,"最后的历练",187705,187843,139
1296,1344,"斩杀",187844,188248,405
1297,1346,"魂林",188249,188402,154
1298,1347,"摊牌",188403,188538,136
1299,1348,"离开古界",188539,188635,97
1300,1349,"焕然一新的星...",188636,188795,160
1301,1350,"西北大陆的动荡...",188796,188934,139
1302,1351,"收徒幽泉",188935,189073,139
1303,1352,"邀集帮手",189074,189182,109
1304,1353,"玄黄要塞",189183,189306,124
1305,1354,"小萧潇",189307,189421,115
1306,1355,"大战始",189422,189572,151
1307,1356,"惨烈",189573,189738,166
1308,1357,"一掌击杀!",189739,189947,209
1309,1358,"今非昔比",189948,190098,151
1310,1359,"四天尊，血河...",190099,190225,127
1311,1360,"噬血术",190226,190437,212
1312,1361,"九转成圣",190438,190585,148
1313,1362,"落幕",190586,190758,173
1314,1363,"毒瘤",190759,190858,100
1315,1364,"炼丹",190859,190994,136
1316,1365,"严惩",190995,191169,175
1317,1366,"解决",191170,191308,139
1318,1367,"动身之前",191309,191426,118
1319,1368,"回星陨阁",191427,191553,127
1320,1369,"空间交易会",191554,191647,94
1321,1370,"八彩原石",191648,191786,139
1322,1371,"古殿",191787,191901,115
1323,1372,"最后一张残图...",191902,192031,130
1324,1373,"情报",192032,192194,163
1325,1374,"莽荒古域",192195,192327,133
1326,1375,"蝎魔三鬼",192328,192517,190
1327,1376,"四色半的佛怒...",192518,192680,163
1328,1377,"古图到手",192681,192855,175
1329,1378,"古图之谜【第...",192856,193030,175
1330,1379,"净莲妖圣",193031,193239,209
1331,1380,"修炼金刚琉璃身...",193240,193387,148
1332,1381,"莽荒镇",193388,193538,151
1333,1382,"进入莽荒古域...",193539,193698,160
1334,1383,"深入",193699,193873,175
1335,1384,"再遇云韵",193874,194036,163
1336,1385,"斩杀天冥宗",194037,194235,199
1337,1386,"远古天魔蟒",194236,194392,157
1338,1387,"围剿天魔蟒",194393,194546,154
1339,1388,"天魔血池",194547,194715,169
1340,1389,"九星斗尊!",194716,194845,130
1341,1390,"古域台",194846,194972,127
1342,1391,"下马威",194973,195159,187
1343,1392,"两女相见",195160,195325,166
1344,1393,"魂玉，兽潮",195326,195449,124
1345,1394,"冲击兽潮",195450,195600,151
1346,1395,"突破!",195601,195754,154
1347,1396,"五位半圣!",195755,195926,172
1348,1397,"轰杀半圣傀儡...",195927,196098,172
1349,1398,"进入古树",196099,196244,146
1350,1399,"幻境",196245,196353,109
1351,1400,"斗帝的负囦面情绪",196354,196441,88
1352,1401,"菩提三宝",196442,196598,157
1353,1402,"苏醒",196599,196736,138
1354,1403,"百世轮回，九转巅峰！",196737,196918,182
1355,1404,"绝对压制",196919,197069,151
1356,1405,"空间破裂",197070,197256,187
1357,1406,"二天尊，骨幽圣者...",197257,197416,160
1358,1407,"金帝焚天炎",197417,197567,151
1359,1408,"对战半圣",197568,197748,181
1360,1409,"逼退骨幽",197749,197884,136
1361,1410,"闭关",197885,198030,146
1362,1411,"灵族之变",198031,198133,103
1363,1412,"战帖",198134,198272,139
1364,1413,"大战来临【第...",198273,198450,178
1365,1414,"星界大战【第...",198451,198631,181
1366,1415,"破关而出，斗...",198632,198833,202
1367,1416,"佛怒轮回",198834,198999,166
1368,1417,"大杀四方",199000,199201,202
1369,1418,"魂族斗圣",199202,199364,163
1370,1419,"各宗隐秘",199365,199488,124
1371,1420,"杀鸡儆猴",199489,199630,142
1372,1421,"寻求盟友",199631,199766,136
1373,1422,"再至丹塔",199767,199920,154
1374,1423,"小丹塔",199921,200115,195
1375,1,"，截止现在，整整两年武动乾坤。",200116,200165,50
1376,1424,"竞选长老",200166,200319,154
1377,1425,"小丹塔大长老...",200320,200476,157
1378,1426,"那可未必",200477,200594,118
1379,1427,"黑魔雷",200595,200763,169
1380,1428,"九品宝丹",200764,200944,181
1381,439,"联盟",200945,201098,154
1382,440,"天府联盟",201099,201246,148
1383,1431,"魂殿副殿主",201247,201406,160
1384,1432,"九幽黄泉",201407,201524,118
